Name,Year,Genre,Budget,Duration,Rating,Language,Industry
The Place Beyond the Pines,2012,Crime,15000000,140,7.3,English,Hollywood
The Expendables 2,2012,Action,100000000,103,6.6,English,Hollywood
The Watch,2012,Comedy,68000000,102,5.7,English,Hollywood
The Dictator,2012,Comedy,65000000,83,6.4,English,Hollywood
Rock of Ages,2012,Comedy,75000000,123,5.9,English,Hollywood
Journey 2: The Mysterious Island,2012,Action,79000000,94,5.8,English,Hollywood
Men in Black 3,2012,Action,225000000,106,6.8,English,Hollywood
Life of Pi,2012,Adventure,120000000,127,7.9,English,Hollywood
Savages,2012,Crime,45000000,131,6.5,English,Hollywood
Wanderlust,2012,Comedy,37010639,98,5.6,English,Hollywood
American Reunion,2012,Comedy,50000000,113,6.7,English,Hollywood
Wreck-It Ralph,2012,Animation,165000000,101,7.7,English,Hollywood
Abraham Lincoln: Vampire Hunter,2012,Action,69000000,105,5.9,English,Hollywood
The Bourne Legacy,2012,Action,125000000,135,6.6,English,Hollywood
Seeking a Friend for the End of the World,2012,Adventure,10000000,101,6.7,English,Hollywood
Piranha 3DD,2012,Comedy,5000000,83,3.7,English,Hollywood
Underworld: Awakening,2012,Action,70000000,88,6.3,English,Hollywood
Spring Breakers,2012,Crime,5000000,94,5.3,English,Hollywood
Lawless,2012,Crime,26000000,116,7.3,English,Hollywood
Hotel Transylvania,2012,Animation,85000000,91,7.1,English,Hollywood
Magic Mike,2012,Comedy,7000000,110,6.1,English,Hollywood
Battleship,2012,Action,209000000,131,5.8,English,Hollywood
John Carter,2012,Action,250000000,132,6.6,English,Hollywood
Dark Shadows,2012,Comedy,150000000,113,6.2,English,Hollywood
Brave,2012,Animation,185000000,93,7.1,English,Hollywood
The Guilt Trip,2012,Comedy,40000000,95,5.7,English,Hollywood
Contraband,2012,Action,25000000,109,6.4,English,Hollywood
The Bay,2012,Horror,37010639,84,5.7,English,Hollywood
Gabbar Singh,2012,"Action ,Comedy",4200000,153,7.1,Telugu,Tollywood
Pizza,2012,"Horror ,Thriller",210000,127,8.0,Tamil,Kollywood
Yeto Vellipoyindhi Manasu,2012,"Drama ,Romance",1400000,153,7.3,Telugu,Tollywood
Khiladi 786,2012,"Action ,Comedy",1400000,141,4.2,Hindi,Bollywood
Naduvula Konjam Pakkatha Kaanom,2012,"Comedy ,Drama",112000,162,8.2,Tamil,Kollywood
Chhota Bheem and the Curse of Damyaan,2012,"Adventure ,Animation ,Fantasy",560000,88,6.5,Hindi,Bollywood
1920: Evil Returns,2012,"Drama ,Horror ,Romance",1400000,124,4.8,Hindi,Bollywood
Thattathin Marayathu,2012,"Musical ,Drama ,Romance",400000,127,7.4,Malayalam,Mollywood
Molly Aunty Rocks,2012,Drama,350000,140,6.0,Malayalam,Mollywood
Ferrari Ki Sawaari,2012,"Comedy ,Drama ,Family ,Sport",1400000,140,6.4,Hindi,Bollywood
Bol Bachchan,2012,"Action ,Comedy",9800000,155,5.5,Hindi,Bollywood
Luv Shuv Tey Chicken Khurana,2012,Comedy,1400000,140,6.6,Hindi,Bollywood
Shanghai,2012,"Mystery ,Crime ,Thriller",1400000,120,7.2,Hindi,Bollywood
Tere Naal Love Ho Gaya,2012,"Comedy ,Drama ,Romance",1400000,130,5.8,Hindi,Bollywood
Agent Vinod,2012,"Action ,Adventure ,Thriller",1400000,157,5.1,Hindi,Bollywood
Mugamoodi,2012,"Action ,Adventure",2800000,150,5.0,Tamil,Kollywood
Eega,2012,"Action ,Comedy ,Fantasy",4200000,145,7.8,Telugu,Tollywood
Chittagong,2012,"Action ,Drama ,War",1400000,105,7.2,Hindi,Bollywood
Hate Story,2012,"Drama ,Thriller",1400000,140,5.3,Hindi,Bollywood
Stand Up Guys,2012,Comedy,15000000,95,6.5,English,Hollywood
Vicky Donor,2012,"Comedy ,Romance",1400000,126,7.8,Other Language,Other-wood
OMG: Oh My God!,2012,"Comedy ,Drama ,Fantasy",1400000,125,8.2,Hindi,Bollywood
Jism 2,2012,"Drama ,Thriller",1400000,130,3.0,Hindi,Bollywood
Ishaqzaade,2012,"Action ,Drama ,Romance",3080000,120,6.5,Hindi,Bollywood
Thuppakki,2012,"Action ,Thriller",1400000,165,7.8,Tamil,Kollywood
Kyaa Super Kool Hain Hum,2012,Comedy,1400000,136,5.0,Hindi,Bollywood
Dangerous Ishhq,2012,"Mystery ,Fantasy ,Romance ,Thriller",1400000,130,3.9,Hindi,Bollywood
Damarukam,2012,"Action ,Drama ,Fantasy",1400000,157,5.3,Telugu,Tollywood
Rachcha,2012,Action,1400000,143,4.3,Telugu,Tollywood
Tasher Desh,2012,Fantasy,1400000,112,5.8,Other Language,Other-wood
Ek Main Aur Ekk Tu,2012,"Comedy ,Drama ,Romance",1400000,110,5.7,Hindi,Bollywood
Julayi,2012,"Action ,Comedy",1400000,160,7.2,Telugu,Tollywood
Charuulata 2011,2012,Drama,100000,130,5.9,Other Language,Other-wood
Son of Sardaar,2012,"Action ,Comedy",4200000,141,4.0,Other Language,Other-wood
Avunu,2012,"Horror ,Thriller",1400000,115,6.5,Telugu,Tollywood
Billa 2,2012,"Action ,Thriller",1400000,129,6.2,Tamil,Kollywood
22 Female Kottayam,2012,"Crime ,Drama ,Romance ,Thriller",350000,120,7.4,Malayalam,Mollywood
Miss Lovely,2012,"Crime ,Drama ,Romance",1400000,113,6.3,Hindi,Bollywood
Jatt & Juliet,2012,"Comedy ,Romance",490000,140,7.5,Other Language,Other-wood
Sadda Adda,2012,"Comedy ,Drama ,Romance",2000000,130,7.1,Hindi,Bollywood
Shirin Farhad Ki Toh Nikal Padi,2012,Romance,1400000,111,4.2,Hindi,Bollywood
Gangs of Wasseypur,2012,"Action ,Comedy ,Crime ,Drama ,Thriller",2576000,321,8.2,Hindi,Bollywood
Dredd,2012,"Action ,Crime ,Western",50000000,95,7.1,English,Hollywood
B.A. Pass,2012,"Crime ,Drama",1400000,95,6.4,Hindi,Bollywood
Department,2012,"Action ,Crime ,Thriller",1400000,141,3.2,Hindi,Bollywood
Le Halua Le,2012,"Comedy ,Drama ,Romance",560000,125,5.5,Hindi,Bollywood
Heroine,2012,Drama,1400000,149,5.1,Hindi,Bollywood
Ustad Hotel,2012,"Comedy ,Drama ,Family",1400000,151,8.3,Malayalam,Mollywood
Jannat 2,2012,"Crime ,Drama ,Thriller",1400000,150,6.1,Hindi,Bollywood
Teen Yaari Katha,2012,"Comedy ,Drama",1400000,113,7.1,Other Language,Other-wood
Dhammu,2012,"Action ,Drama",1400000,155,5.2,Telugu,Tollywood
English Vinglish,2012,"Comedy ,Drama ,Family",1400000,134,7.8,Hindi,Bollywood
Nanban,2012,"Comedy ,Drama",8400000,188,7.4,Tamil,Kollywood
Jab Tak Hai Jaan,2012,"Drama ,Romance",7217600,176,6.7,Hindi,Bollywood
Chernobyl Diaries,2012,Horror,1000000,86,5.0,English,Hollywood
Disconnect,2012,Drama,10000000,115,7.5,English,Hollywood
Not Fade Away,2012,Drama,20000000,112,6.0,English,Hollywood
Shahid,2012,"Biography ,Crime ,Drama",1000000,129,8.3,Hindi,Bollywood
The Odd Life of Timothy Green,2012,Comedy,25000000,105,6.6,English,Hollywood
28 Hotel Rooms,2012,Drama,37010639,82,5.8,English,Hollywood
Paranormal Activity 4,2012,Horror,5000000,88,4.6,English,Hollywood
Stolen,2012,Action,35000000,96,5.5,English,Hollywood
Liberal Arts,2012,Comedy,2000000,97,6.7,English,Hollywood
The Raven,2012,Crime,26000000,110,6.4,English,Hollywood
Parental Guidance,2012,Comedy,25000000,105,6.0,English,Hollywood
Lay the Favorite,2012,Comedy,26350000,94,4.8,English,Hollywood
Bachelorette,2012,Comedy,3000000,87,5.3,English,Hollywood
Chasing Mavericks,2012,Biography,20000000,116,7.1,English,Hollywood
To the Wonder,2012,Drama,37010639,112,5.9,English,Hollywood
The Apparition,2012,Horror,17000000,82,4.1,English,Hollywood
The Cold Light of Day,2012,Action,20000000,93,4.9,English,Hollywood
Red Tails,2012,Action,58000000,125,5.9,English,Hollywood
Beasts of the Southern Wild,2012,Adventure,1800000,93,7.3,English,Hollywood
Universal Soldier: Day of Reckoning,2012,Action,10000000,114,5.0,English,Hollywood
Starlet,2012,Drama,37010639,103,6.9,English,Hollywood
Thanks for Sharing,2012,Comedy,37010639,112,6.4,English,Hollywood
The Words,2012,Drama,6000000,102,7.0,English,Hollywood
Celeste & Jesse Forever,2012,Comedy,37010639,92,6.6,English,Hollywood
Hope Springs,2012,Comedy,30000000,100,6.3,English,Hollywood
Premium Rush,2012,Action,35000000,91,6.5,English,Hollywood
The ABCs of Death,2012,Comedy,37010639,129,4.7,English,Hollywood
Student of the Year,2012,"Comedy ,Drama ,Romance",1400000,146,5.4,Hindi,Bollywood
Cocktail,2012,"Comedy ,Drama ,Romance",7980000,146,6.3,Hindi,Bollywood
Dabangg 2,2012,"Action ,Comedy",6300000,120,4.9,Hindi,Bollywood
Rowdy Rathore,2012,Action,6300000,140,5.7,Hindi,Bollywood
Ek Tha Tiger,2012,"Action ,Romance ,Thriller",1400000,132,5.5,Hindi,Bollywood
Agneepath,2012,"Action ,Drama",8400000,174,6.9,Hindi,Bollywood
Talaash,2012,"Mystery ,Crime ,Drama ,Thriller",7395080,140,7.2,Hindi,Bollywood
Players,2012,"Action ,Crime ,Thriller",1400000,163,4.1,Hindi,Bollywood
Ship of Theseus,2012,Drama,168000,139,8.0,English,Hollywood
Paan Singh Tomar,2012,"Action ,Biography ,Crime ,Sport ,Thriller",1400000,135,8.2,Hindi,Bollywood
Secret of the Wings,2012,"Animation ,Family ,Fantasy",35000000,75,7.1,English,Hollywood
Robot & Frank,2012,Comedy,2500000,89,7.1,English,Hollywood
People Like Us,2012,Comedy,16000000,114,7.1,English,Hollywood
The Magic of Belle Isle,2012,Comedy,37010639,109,7.0,English,Hollywood
Vamps,2012,Comedy,16000000,92,5.2,English,Hollywood
A Thousand Words,2012,Comedy,40000000,91,5.9,English,Hollywood
The Devil Inside,2012,Horror,1000000,83,4.2,English,Hollywood
Escape from Planet Earth,2012,Animation,40000000,89,5.9,English,Hollywood
What Maisie Knew,2012,Drama,6000000,99,7.4,English,Hollywood
The Reluctant Fundamentalist,2012,Drama,37010639,130,6.9,English,Hollywood
Big Miracle,2012,Biography,40000000,107,6.5,English,Hollywood
"For a Good Time, Call...",2012,Comedy,850000,85,6.0,English,Hollywood
Fun Size,2012,Adventure,14000000,86,5.4,English,Hollywood
Much Ado About Nothing,2012,Comedy,37010639,109,7.1,English,Hollywood
Zindagi 50 50,2013,"Comedy ,Drama",1400000,130,2.7,Hindi,Bollywood
All in All Azhagu Raja,2013,Comedy,3500000,160,2.7,Tamil,Kollywood
Kanamachi,2013,"Action ,Drama ,Romance",9500000,160,6.8,Other Language,Other-wood
Jatt & Juliet 2,2013,"Comedy ,Romance",1400000,140,7.4,Other Language,Other-wood
Shree,2013,Western,1400000,109,6.4,Hindi,Bollywood
Club 60,2013,Drama,700000,137,7.4,Hindi,Bollywood
Balupu,2013,"Action ,Comedy",3600000,145,6.0,Telugu,Tollywood
Ethir Neechal,2013,"Comedy ,Romance ,Sport",560000,129,6.8,Tamil,Kollywood
Shringaar,2013,"Drama ,History",1400000,126,5.7,English,Hollywood
Proloy,2013,Crime,1400000,122,7.2,Other Language,Other-wood
Satya 2,2013,"Action ,Crime ,Drama",1400000,142,5.9,Hindi,Bollywood
Kadal,2013,"Drama ,Romance",7000000,165,5.4,Tamil,Kollywood
Begin Again,2013,Comedy,8000000,104,7.4,English,Hollywood
Grudge Match,2013,Comedy,40000000,113,6.4,English,Hollywood
Bombay Talkies,2013,Drama,840000,127,6.7,Hindi,Bollywood
Inkaar,2013,"Drama ,Romance ,Thriller",1400000,125,6.1,Hindi,Bollywood
Afternoon Delight,2013,Comedy,37010639,98,5.7,English,Hollywood
Endrendrum Punnagai,2013,"Comedy ,Romance",1400000,155,6.7,Tamil,Kollywood
Planes,2013,Animation,50000000,91,5.7,English,Hollywood
Commando,2013,"Action ,Thriller",1400000,124,6.1,Hindi,Bollywood
Cloudy with a Chance of Meatballs 2,2013,Animation,78000000,95,6.4,English,Hollywood
Blue Ruin,2013,Crime,420000,90,7.1,English,Hollywood
Kutti Puli,2013,"Action ,Thriller",1400000,150,4.6,Tamil,Kollywood
The Attacks of 26/11,2013,"Action ,Crime ,History ,Thriller",1400000,116,6.8,Hindi,Bollywood
Epic,2013,Animation,100000000,102,6.7,English,Hollywood
Dark Skies,2013,Horror,3500000,97,6.3,English,Hollywood
Nebraska,2013,Adventure,12000000,115,7.7,English,Hollywood
The Kings of Summer,2013,Adventure,37010639,95,7.1,English,Hollywood
Aatma,2013,"Drama ,Horror ,Thriller",2000000,100,3.7,Hindi,Bollywood
Mickey Virus,2013,"Comedy ,Thriller",1120000,135,6.1,Hindi,Bollywood
Vidiyum Munn,2013,Thriller,700000,129,7.4,Tamil,Kollywood
Labor Day,2013,Drama,18000000,111,6.9,English,Hollywood
Broken City,2013,Action,35000000,109,6.2,English,Hollywood
Liar's Dice,2013,"Adventure ,Drama ,Family",1400000,104,6.9,Hindi,Bollywood
Grand Masti,2013,"Comedy ,Drama ,Romance",1400000,137,4.3,Hindi,Bollywood
Kevvu Keka,2013,Comedy,1400000,140,5.4,Telugu,Tollywood
Go Goa Gone,2013,"Action ,Adventure ,Comedy ,Horror",1400000,108,6.6,Hindi,Bollywood
All Is Lost,2013,Action,9000000,106,6.9,English,Hollywood
The Incredible Burt Wonderstone,2013,Comedy,30000000,100,5.9,English,Hollywood
The Big Wedding,2013,Comedy,35000000,89,5.6,English,Hollywood
Kill Your Darlings,2013,Biography,37010639,104,6.5,English,Hollywood
Snitch,2013,Action,15000000,112,6.4,English,Hollywood
D-Day,2013,"Action ,Thriller",4200000,153,7.2,Hindi,Bollywood
Fukrey,2013,"Comedy ,Drama ,Romance",1400000,139,6.9,Hindi,Bollywood
Special Chabbis,2013,"Crime ,Drama ,Thriller",1400000,144,8.0,Hindi,Bollywood
Delivery Man,2013,Comedy,26000000,105,6.4,English,Hollywood
Madras Cafe,2013,"Action ,Drama ,Thriller",4900000,130,7.7,Hindi,Bollywood
Paradesi,2013,"Drama ,History",1400000,126,8.0,Tamil,Kollywood
Insidious: Chapter 2,2013,Horror,5000000,106,6.6,English,Hollywood
Horns,2013,Comedy,37010639,120,6.5,English,Hollywood
After Earth,2013,Action,130000000,100,4.8,English,Hollywood
Lee Daniels' The Butler,2013,Biography,30000000,132,7.2,English,Hollywood
RED 2,2013,Action,84000000,116,6.6,English,Hollywood
Dead Man Down,2013,Action,30000000,118,6.5,English,Hollywood
John Day,2013,Drama,1400000,138,5.7,Hindi,Bollywood
The Spectacular Now,2013,Comedy,2500000,95,7.1,English,Hollywood
42,2013,Biography,40000000,128,7.5,English,Hollywood
The Last Stand,2013,Action,45000000,107,6.3,English,Hollywood
I Spit on Your Grave 2,2013,Horror,37010639,106,5.7,English,Hollywood
Lucia,2013,"Drama ,Romance ,Thriller ,Western",71400,135,8.3,Kannada,Sandalwood
