Name,Year,Genre,Budget,Duration,Rating,Language,Industry
Wazir,2016,"Mystery ,Action ,Crime ,Drama ,Thriller",1400000,103,7.1,Hindi,Bollywood
Action Jackson,2014,"Action ,Thriller",13020000,144,3.2,Hindi,Bollywood
Legends of Oz: Dorothy's Return,2013,"Musical ,Adventure ,Animation ,Family ,Fantasy",70000000,88,5.1,English,Hollywood
Krrish 3,2013,"Action ,Western",16100000,152,5.2,Hindi,Bollywood
Kites,2010,"Action ,Drama ,Romance ,Thriller",8400000,123,6.0,English,Hollywood
Alpha and Omega,2010,"Adventure ,Animation ,Comedy ,Family ,Romance",20000000,90,5.2,English,Hollywood
Secret of the Wings,2012,"Animation ,Family ,Fantasy",35000000,75,7.1,English,Hollywood
Hisss,2010,"Comedy ,Drama ,Horror ,Thriller",6000000,98,2.9,English,Hollywood
Raajneeti,2010,"Drama ,Thriller",1400000,163,7.1,Hindi,Bollywood
Enthiran,2010,"Action ,Western",26600000,155,7.1,Tamil,Kollywood
The Lovers,2013,"Action ,Adventure ,Romance ,Western",50000000,109,4.5,English,Hollywood
Karthik Calling Karthik,2010,"Mystery ,Drama ,Thriller",1400000,135,7.0,Hindi,Bollywood
Race 2,2013,"Action ,Crime ,Thriller",1400000,150,5.3,Hindi,Bollywood
Sold,2016,Drama,1400000,94,6.8,English,Hollywood
Dhobi Ghat,2010,Drama,1428000,100,7.0,Hindi,Bollywood
Guzaarish,2010,Drama,1400000,126,7.4,Hindi,Bollywood
Khatta Meetha,2010,"Comedy ,Crime ,Drama",1400000,157,5.6,Hindi,Bollywood
Anjaana Anjaani,2010,"Musical ,Comedy ,Drama ,Romance",1400000,151,5.8,Hindi,Bollywood
Ra.One,2011,"Action ,Adventure ,Western",24000000,156,4.6,Hindi,Bollywood
Tees Maar Khan,2010,"Comedy ,Crime",4200000,135,2.5,Hindi,Bollywood
Norm of the North,2016,"Adventure ,Animation ,Comedy ,Family",7000000,90,3.4,English,Hollywood
"LSD: Love, Sex Aur Dhokha",2010,"Comedy ,Crime ,Drama ,Romance",1400000,155,7.1,Hindi,Bollywood
Paan Singh Tomar,2012,"Action ,Biography ,Crime ,Sport ,Thriller",1400000,135,8.2,Hindi,Bollywood
7 Khoon Maaf,2011,"Mystery ,Drama ,Thriller",4770000,137,6.1,Hindi,Bollywood
Udaan,2010,Drama,1400000,134,8.2,Hindi,Bollywood
Ship of Theseus,2012,Drama,168000,139,8.0,English,Hollywood
Players,2012,"Action ,Crime ,Thriller",1400000,163,4.1,Hindi,Bollywood
Talaash,2012,"Mystery ,Crime ,Drama ,Thriller",7395080,140,7.2,Hindi,Bollywood
I Am Kalam,2010,"Comedy ,Drama",1400000,88,8.0,Hindi,Bollywood
Golmaal Again,2017,"Action ,Comedy ,Fantasy ,Horror",1400000,140,4.9,Hindi,Bollywood
Aadukalam,2011,"Action ,Drama ,Sport ,Thriller",2800000,160,8.0,Tamil,Kollywood
Dhoom:3,2013,"Action ,Thriller",1400000,172,5.4,Hindi,Bollywood
Shaitan,2011,"Action ,Crime ,Drama ,Thriller",1400000,121,7.2,Hindi,Bollywood
Rockstar,2011,"Musical ,Drama ,Music ,Romance",10920000,159,7.7,Hindi,Bollywood
Gandu,2010,Drama,1400000,85,5.6,Other Language,Other-wood
Agneepath,2012,"Action ,Drama",8400000,174,6.9,Hindi,Bollywood
Ragini MMS,2011,"Mystery ,Drama ,Horror ,Thriller",1400000,93,4.9,Hindi,Bollywood
Murder 2,2011,"Action ,Drama ,Horror",1400000,127,6.2,Hindi,Bollywood
Pyaar Ka Punchnama,2011,"Comedy ,Drama ,Romance",1400000,149,7.7,Hindi,Bollywood
Delhi Belly,2011,"Action ,Comedy ,Crime",1400000,103,7.5,English,Hollywood
Singham,2011,"Action ,Drama",1400000,143,6.7,Hindi,Bollywood
Desi Boyz,2011,"Comedy ,Drama",1400000,122,5.7,Hindi,Bollywood
Ek Tha Tiger,2012,"Action ,Romance ,Thriller",1400000,132,5.5,Hindi,Bollywood
Rowdy Rathore,2012,Action,6300000,140,5.7,Hindi,Bollywood
Chennai Express,2013,"Action ,Comedy",1400000,141,6.0,Hindi,Bollywood
Dabangg 2,2012,"Action ,Comedy",6300000,120,4.9,Hindi,Bollywood
Bhaiaji Superhit,2018,"Action ,Comedy ,Drama",1400000,139,4.1,Hindi,Bollywood
Cocktail,2012,"Comedy ,Drama ,Romance",7980000,146,6.3,Hindi,Bollywood
Student of the Year,2012,"Comedy ,Drama ,Romance",1400000,146,5.4,Hindi,Bollywood
Jab Tak Hai Jaan,2012,"Drama ,Romance",7217600,176,6.7,Hindi,Bollywood
Shahid,2012,"Biography ,Crime ,Drama",1000000,129,8.3,Hindi,Bollywood
English Vinglish,2012,"Comedy ,Drama ,Family",1400000,134,7.8,Hindi,Bollywood
Thuppakki,2012,"Action ,Thriller",1400000,165,7.8,Tamil,Kollywood
Aashiqui 2,2013,"Musical ,Drama ,Music ,Romance",1400000,132,7.0,Hindi,Bollywood
Kai po che!,2013,"Drama ,Sport",1400000,120,7.6,Hindi,Bollywood
Goliyon Ki Rasleela Ram-Leela,2013,"Musical ,Drama ,Romance",1400000,150,6.4,Hindi,Bollywood
Jism 2,2012,"Drama ,Thriller",1400000,130,3.0,Hindi,Bollywood
Table No.21,2013,"Adventure ,Thriller",1400000,108,7.1,Hindi,Bollywood
OMG: Oh My God!,2012,"Comedy ,Drama ,Fantasy",1400000,125,8.2,Hindi,Bollywood
Gali Guleiyan,2017,"Drama ,Thriller",1400000,117,7.2,Hindi,Bollywood
I,2015,"Action ,Drama ,Thriller",30000000,188,7.3,Tamil,Kollywood
Vicky Donor,2012,"Comedy ,Romance",1400000,126,7.8,Other Language,Other-wood
Himmatwala,2013,"Action ,Comedy",10000000,150,1.7,Hindi,Bollywood
Bhaag Milkha Bhaag,2013,"Biography ,Drama ,Sport",1400000,186,8.2,Hindi,Bollywood
Haraamkhor,2015,"Drama ,Romance",1400000,90,6.4,Hindi,Bollywood
Kick,2014,"Action ,Comedy",1400000,146,5.3,Hindi,Bollywood
2 States,2014,"Comedy ,Drama ,Romance",1400000,149,6.9,Hindi,Bollywood
1 - Nenokkadine,2014,"Action ,Thriller",10990000,170,8.2,Telugu,Tollywood
Special Chabbis,2013,"Crime ,Drama ,Thriller",1400000,144,8.0,Hindi,Bollywood
D-Day,2013,"Action ,Thriller",4200000,153,7.2,Hindi,Bollywood
Gabbar is Back,2015,Action,1400000,128,7.1,Hindi,Bollywood
Go Goa Gone,2013,"Action ,Adventure ,Comedy ,Horror",1400000,108,6.6,Hindi,Bollywood
Happy New Year,2014,"Action ,Comedy ,Music",1400000,180,5.1,Hindi,Bollywood
Grand Masti,2013,"Comedy ,Drama ,Romance",1400000,137,4.3,Hindi,Bollywood
Gunday,2014,"Action ,Drama ,Romance",1400000,152,2.3,Hindi,Bollywood
Ragini MMS 2,2014,Horror,1400000,119,3.8,Hindi,Bollywood
The Attacks of 26/11,2013,"Action ,Crime ,History ,Thriller",1400000,116,6.8,Hindi,Bollywood
The Good Lie,2014,"Biography ,Drama",20000000,110,7.4,English,Hollywood
Commando,2013,"Action ,Thriller",1400000,124,6.1,Hindi,Bollywood
Bombay Talkies,2013,Drama,840000,127,6.7,Hindi,Bollywood
Fukrey,2013,"Comedy ,Drama ,Romance",1400000,139,6.9,Hindi,Bollywood
Madras Cafe,2013,"Action ,Drama ,Thriller",4900000,130,7.7,Hindi,Bollywood
Soodhu Kavvum,2013,"Comedy ,Crime ,Thriller",980000,135,8.4,Tamil,Kollywood
Margarita with a Straw,2014,Drama,850000,100,7.2,Hindi,Bollywood
Roy,2015,"Mystery ,Action ,Drama ,Romance ,Thriller",1400000,146,3.3,Hindi,Bollywood
It's Entertainment,2014,"Action ,Comedy",1400000,140,4.5,Hindi,Bollywood
Bombay Velvet,2015,"Action ,Crime ,Drama ,Thriller",11200000,149,5.7,Hindi,Bollywood
Highway,2014,"Crime ,Drama ,Romance",1400000,133,7.6,Hindi,Bollywood
Mary Kom,2014,"Action ,Biography ,Drama ,Sport",1400000,122,6.8,Hindi,Bollywood
Tigers,2014,Drama,1400000,94,7.3,Hindi,Bollywood
Humshakals,2014,Comedy,11000000,159,1.8,Hindi,Bollywood
Parched,2015,Drama,2700000,116,7.6,Hindi,Bollywood
Nasha,2013,"Drama ,Thriller",1400000,122,3.2,Hindi,Bollywood
Heropanti,2014,"Action ,Romance",1400000,146,5.3,Hindi,Bollywood
Welcome Back,2015,"Action ,Comedy ,Crime ,Drama",1400000,152,4.2,Hindi,Bollywood
Ek Villain,2014,"Action ,Crime ,Drama ,Thriller",1400000,129,6.4,Hindi,Bollywood
Horror Story,2013,Horror,1400000,91,4.3,English,Hollywood
Raja Rani,2013,"Comedy ,Drama ,Romance",2520000,160,7.6,Tamil,Kollywood
Beyond the Clouds,2017,"Drama ,Family",1400000,120,6.9,Hindi,Bollywood
Ugramm,2014,"Action ,Drama ,Thriller",1400000,132,8.3,Kannada,Sandalwood
Rahasya,2015,"Mystery ,Thriller",770000,123,7.6,Other Language,Other-wood
Daawat-e-Ishq,2014,"Comedy ,Drama ,Romance",1400000,118,6.1,Hindi,Bollywood
Raees,2017,"Action ,Crime ,Drama",1400000,143,6.8,Hindi,Bollywood
Rocky Handsome,2016,"Action ,Thriller",4200000,119,6.8,Hindi,Bollywood
Detective Byomkesh Bakshy!,2015,"Mystery ,Action ,Thriller",1400000,139,7.6,Hindi,Bollywood
Phantom,2015,"Action ,Drama ,Thriller",7500000,136,5.8,Hindi,Bollywood
Bewakoofiyaan,2014,"Comedy ,Drama ,Romance",1400000,119,5.5,Hindi,Bollywood
Fan,2016,"Action ,Drama ,Thriller",15670000,142,7.1,Hindi,Bollywood
Dum Laga Ke Haisha,2015,"Comedy ,Drama ,Romance",1400000,110,7.5,Hindi,Bollywood
Khoobsurat,2014,"Comedy ,Romance",1400000,130,6.4,Hindi,Bollywood
Jigarthanda,2014,"Action ,Crime ,Drama ,Thriller",4200000,171,8.3,Tamil,Kollywood
Prem Ratan Dhan Payo,2015,"Musical ,Action ,Drama ,Romance",25200000,164,4.6,Hindi,Bollywood
Bank Chor,2017,"Action ,Comedy ,Thriller",1400000,120,5.9,Hindi,Bollywood
Ankhon Dekhi,2013,"Comedy ,Drama",1400000,107,8.0,Hindi,Bollywood
Bangalore Days,2014,"Comedy ,Drama ,Romance",1400000,171,8.3,Malayalam,Mollywood
Badlapur,2015,"Action ,Crime ,Drama ,Thriller",3500000,134,7.4,Hindi,Bollywood
Humpty Sharma Ki Dulhania,2014,"Comedy ,Drama ,Romance",1400000,133,6.0,Hindi,Bollywood
Dishoom,2016,"Action ,Adventure ,Comedy",1400000,124,5.1,Hindi,Bollywood
Singh Is Bliing,2015,"Action ,Comedy",1400000,141,5.1,Hindi,Bollywood
The Other Side of the Door,2016,Horror,1400000,96,5.3,English,Hollywood
City Lights,2014,"Drama ,Thriller",1400000,126,7.3,Hindi,Bollywood
Mastizaade,2016,Comedy,1400000,119,2.3,Hindi,Bollywood
Bajirao Mastani,2015,"Action ,Drama ,History ,Romance ,War",17500000,158,7.2,Hindi,Bollywood
NH10,2015,"Action ,Crime ,Drama ,Horror ,Thriller",1400000,115,7.2,Hindi,Bollywood
Piku,2015,"Comedy ,Drama",1400000,123,7.6,Hindi,Bollywood
Shivaay,2016,"Action ,Drama ,Thriller",1400000,153,6.2,Hindi,Bollywood
Kaththi,2014,"Action ,Drama",1400000,166,7.9,Tamil,Kollywood
Mohenjo Daro,2016,"Action ,Adventure ,Drama ,History",1400000,155,5.7,Hindi,Bollywood
Bajrangi Bhaijaan,2015,"Action ,Comedy ,Drama",1400000,163,8.0,Hindi,Bollywood
Welcome to Karachi,2015,"Action ,Comedy ,War",1400000,131,4.3,Other Language,Other-wood
Jagga Jasoos,2017,"Musical ,Mystery ,Action ,Adventure ,Comedy",1400000,161,6.4,Hindi,Bollywood
M.S. Dhoni: The Untold Story,2016,"Biography ,Drama ,Sport",1400000,184,7.7,Hindi,Bollywood
Trip to Bhangarh: Asia's Most Haunted Place,2014,"Horror ,Thriller",1400000,113,2.5,Hindi,Bollywood
Chimera Strain,2018,"Drama ,Thriller ,Western",1400000,80,5.4,English,Hollywood
Hawaizaada,2015,"Biography ,Drama",1400000,148,5.5,Hindi,Bollywood
Albert Pinto Ko Gussa Kyun Aata Hai?,2019,Drama,1400000,100,4.8,Hindi,Bollywood
Airlift,2016,"Drama ,History",4400000,130,8.0,Hindi,Bollywood
Fitoor,2016,"Drama ,Romance",9000000,131,5.4,Hindi,Bollywood
Pyaar Ka Punchnama 2,2015,"Comedy ,Drama ,Romance",1400000,137,7.3,Hindi,Bollywood
Katti Batti,2015,"Comedy ,Drama ,Romance",1400000,135,4.9,Hindi,Bollywood
Dilwale,2015,"Action ,Comedy ,Romance",17500000,158,5.2,Hindi,Bollywood
Ae Dil Hai Mushkil,2016,"Musical ,Drama ,Music ,Romance",1400000,158,5.8,Hindi,Bollywood
Great Grand Masti,2016,"Comedy ,Drama ,Fantasy ,Horror",420000,134,3.6,Hindi,Bollywood
Premam,2015,"Comedy ,Drama ,Romance",1400000,156,8.3,Malayalam,Mollywood
Gurgaon,2016,"Crime ,Thriller",1400000,107,6.6,Hindi,Bollywood
Lipstick Under My Burkha,2016,Drama,1400000,117,6.8,Hindi,Bollywood
Te3n,2016,"Mystery ,Drama ,Thriller",1400000,136,7.2,Hindi,Bollywood
Sultan,2016,"Action ,Drama ,Sport",13430000,170,7.0,Hindi,Bollywood
Maheshinte Prathikaaram,2016,"Comedy ,Drama ,Thriller",1400000,120,8.3,Malayalam,Mollywood
Baaghi,2016,"Action ,Thriller",5200000,133,5.2,Hindi,Bollywood
Madly,2016,"Drama ,Romance",1400000,106,5.8,English,Hollywood
Calendar Girls,2015,Drama,1400000,131,4.2,Hindi,Bollywood
Kapoor & Sons,2016,"Comedy ,Drama ,Romance",1400000,132,7.7,Hindi,Bollywood
Rangoon,2017,"Action ,Drama ,History ,Romance ,War",1400000,170,5.7,Hindi,Bollywood
Visaaranai,2015,"Crime ,Drama ,Thriller",1400000,117,8.6,Tamil,Kollywood
Loev,2015,"Drama ,Romance",1400000,92,5.9,Hindi,Bollywood
Befikre,2016,"Comedy ,Drama ,Romance",1400000,130,3.9,Hindi,Bollywood
Aligarh,2015,"Biography ,Drama",1400000,114,7.8,Hindi,Bollywood
Force 2,2016,"Action ,Thriller",15407946,127,6.2,Hindi,Bollywood
Rustom,2016,"Crime ,Drama ,Thriller",1400000,148,7.1,Hindi,Bollywood
Baar Baar Dekho,2016,"Comedy ,Drama ,Romance ,Western",490000,141,5.3,Hindi,Bollywood
X: Past Is Present,2015,"Mystery ,Drama ,Romance",1400000,105,5.5,Hindi,Bollywood
A Flying Jatt,2016,"Action ,Adventure ,Comedy ,Drama ,Western",1400000,151,3.2,Hindi,Bollywood
Sanam Teri Kasam,2016,"Musical ,Drama ,Romance",1400000,154,7.3,Hindi,Bollywood
Neerja,2016,"Biography ,Drama ,Thriller",2900000,122,7.7,Hindi,Bollywood
Kyaa Kool Hain Hum 3,2016,Comedy,1400000,124,1.9,Hindi,Bollywood
One Night Stand,2016,"Drama ,Romance",1400000,97,3.1,Hindi,Bollywood
Theri,2016,"Action ,Drama",14000000,157,7.1,Tamil,Kollywood
Judwaa 2,2017,"Action ,Comedy",1400000,145,3.8,Hindi,Bollywood
Kammatti Paadam,2016,"Action ,Drama",1400000,177,8.1,Hindi,Bollywood
Kaabil,2017,"Action ,Drama ,Thriller",1400000,139,7.1,Hindi,Bollywood
Meri Pyaari Bindu,2017,"Comedy ,Drama ,Romance",1400000,117,5.8,Hindi,Bollywood
Half Girlfriend,2017,"Drama ,Romance",1400000,135,4.3,Hindi,Bollywood
Kahaani 2,2016,"Mystery ,Thriller",1400000,127,6.6,Hindi,Bollywood
Love Games,2016,Thriller,1400000,114,4.3,Hindi,Bollywood
Aviyal,2016,"Comedy ,Drama",1400000,118,6.2,Tamil,Kollywood
Raabta,2017,"Action ,Adventure ,Drama ,Fantasy ,Romance",1400000,147,4.1,Hindi,Bollywood
Maatr,2017,Thriller,1400000,113,4.5,Hindi,Bollywood
Laal Rang,2016,"Action ,Crime ,Drama ,Thriller",1400000,147,8.0,Hindi,Bollywood
A Gentleman,2017,"Action ,Comedy",8400000,145,6.3,Hindi,Bollywood
Raman Raghav 2.0,2016,"Crime ,Drama ,Thriller",1400000,133,7.3,Hindi,Bollywood
Mom,2017,"Crime ,Drama ,Thriller",1400000,146,7.3,Hindi,Bollywood
Darkness Visible,2019,Thriller,1400000,107,5.5,English,Hollywood
Madaari,2016,"Adventure ,Drama ,Thriller",1400000,133,7.5,Hindi,Bollywood
Chef,2017,"Comedy ,Drama ,Family",1400000,133,5.7,Hindi,Bollywood
Hindi Medium,2017,"Comedy ,Drama",1400000,132,7.8,Hindi,Bollywood
Toilet - Ek Prem Katha,2017,"Comedy ,Drama",1400000,155,7.2,Hindi,Bollywood
Pelli Choopulu,2016,"Comedy ,Drama ,Romance",105000,125,8.3,Telugu,Tollywood
Veere Di Wedding,2018,Comedy,1400000,135,3.2,Hindi,Bollywood
Aruvi,2016,Drama,400000,130,8.7,Tamil,Kollywood
Tubelight,2017,"Drama ,War",21700000,136,4.0,Hindi,Bollywood
Commando 2,2017,"Action ,Thriller",1400000,144,5.2,Hindi,Bollywood
Tiger Zinda Hai,2017,"Action ,Adventure ,Thriller",20470000,161,6.0,Hindi,Bollywood
Jolly LLB 2,2017,"Comedy ,Drama",1400000,137,7.2,Hindi,Bollywood
Jab Harry Met Sejal,2017,"Comedy ,Drama ,Romance",1400000,143,5.3,Hindi,Bollywood
Kaalakaandi,2018,"Comedy ,Thriller",1400000,112,6.2,Hindi,Bollywood
Munna Michael,2017,"Action ,Drama ,Music ,Romance",1400000,140,3.4,Hindi,Bollywood
Bhavesh Joshi Superhero,2018,"Action ,Drama",1400000,154,7.6,Hindi,Bollywood
Angamaly Diaries,2017,"Action ,Comedy ,Thriller",1400000,132,8.0,Malayalam,Mollywood
Naam Shabana,2017,"Action ,Thriller",4060000,147,6.3,Hindi,Bollywood
Guest iin London,2017,Comedy,1400000,132,5.4,Hindi,Bollywood
Gold,2018,"Drama ,History ,Sport",1400000,151,7.3,Hindi,Bollywood
Mubarakan,2017,"Comedy ,Romance",1400000,156,5.6,Hindi,Bollywood
Badrinath Ki Dulhania,2017,"Comedy ,Drama ,Romance",1400000,139,6.2,Hindi,Bollywood
Kolaiyuthir Kaalam,2019,"Drama ,Thriller",1400000,100,2.8,Tamil,Kollywood
The Ghazi Attack,2017,"Action ,Thriller ,War",1400000,116,7.6,Hindi,Bollywood
Take Off,2017,"Action ,Drama ,Thriller",847000,139,8.3,Malayalam,Mollywood
The Hungry,2017,Drama,1400000,100,7.2,Hindi,Bollywood
Dhuruvangal Pathinaaru,2016,"Mystery ,Action ,Crime ,Thriller",1400000,105,8.4,Tamil,Kollywood
Fanney Khan,2018,"Comedy ,Drama ,Music",1400000,130,4.4,Hindi,Bollywood
Moothon,2019,"Crime ,Drama",1400000,110,8.7,Malayalam,Mollywood
Newton,2017,Drama,1400000,106,7.7,Hindi,Bollywood
Baazaar,2018,"Crime ,Drama ,Thriller",1400000,137,6.6,Hindi,Bollywood
Noblemen,2019,Drama,1400000,140,5.9,Hindi,Bollywood
Ascharyachakit!,2018,"Drama ,Romance",1400000,90,4.9,Hindi,Bollywood
102 Not Out,2018,"Comedy ,Drama",1400000,102,7.5,Hindi,Bollywood
Hichki,2018,"Comedy ,Drama",2000000,116,7.5,Hindi,Bollywood
Solo,2017,"Action ,Drama ,Thriller",1400000,154,7.1,Malayalam,Mollywood
Babumoshai Bandookbaaz,2017,"Action ,Crime ,Thriller",1400000,122,6.9,Hindi,Bollywood
Rajma Chawal,2018,"Comedy ,Drama ,Family",1400000,117,5.7,Hindi,Bollywood
Aiyaary,2018,"Action ,Thriller",1400000,157,5.2,Hindi,Bollywood
Parmanu: The Story of Pokhran,2018,"Action ,Drama ,History",1400000,129,7.7,Hindi,Bollywood
Baaghi 2,2018,"Action ,Thriller",1400000,137,5.0,Hindi,Bollywood
Manikarnika: The Queen of Jhansi,2019,"Action ,Biography ,Drama ,History",17500000,148,6.5,Hindi,Bollywood
Manto,2018,"Biography ,Drama",1400000,112,7.4,Hindi,Bollywood
Daddy,2017,"Action ,Biography ,Crime ,Drama",1400000,134,6.3,Hindi,Bollywood
1921,2018,"Mystery ,Horror ,Romance",1400000,144,4.2,Hindi,Bollywood
Shubh Mangal Saavdhan,2017,"Comedy ,Romance",1400000,119,6.9,Hindi,Bollywood
Blackmail,2018,"Comedy ,Thriller",1400000,138,7.0,Hindi,Bollywood
Omerta,2017,"Action ,Biography ,Crime ,Drama",1400000,98,7.0,Hindi,Bollywood
Pal Pal Dil Ke Paas,2019,"Action ,Drama ,Romance",1400000,154,4.6,Hindi,Bollywood
The Accidental Prime Minister,2019,"Biography ,Drama",1400000,112,6.1,Hindi,Bollywood
Kedarnath,2018,"Drama ,Romance",4900000,116,6.1,Hindi,Bollywood
Theeran Adhigaaram Ondru,2017,"Action ,Crime ,Thriller",1400000,157,8.3,Tamil,Kollywood
Love Action Drama,2019,"Comedy ,Romance",1400000,146,6.1,Malayalam,Mollywood
Sir,2018,"Drama ,Romance",1400000,99,7.2,Hindi,Bollywood
Sui Dhaaga: Made in India,2018,"Comedy ,Drama",6250000,122,6.8,Hindi,Bollywood
Mukkabaaz,2017,"Action ,Drama ,Sport",1400000,154,8.1,Hindi,Bollywood
Padman,2018,"Comedy ,Drama",1400000,140,8.0,Hindi,Bollywood
Maayavan,2017,"Mystery ,Action ,Thriller ,Western",1400000,129,7.3,Tamil,Kollywood
Ee. Ma. Yau,2018,"Comedy ,Drama",1400000,120,8.3,Malayalam,Mollywood
Welcome to New York,2018,"Comedy ,Drama",1400000,118,2.0,Hindi,Bollywood
Pailwaan,2019,"Action ,Drama ,Sport",1400000,166,6.9,Kannada,Sandalwood
Pari,2018,"Mystery ,Fantasy ,Horror",1400000,136,6.6,Hindi,Bollywood
Raid,2018,"Action ,Crime ,Drama ,Thriller",1400000,122,7.4,Hindi,Bollywood
Luca,2019,"Mystery ,Drama ,Romance",1400000,151,7.7,Malayalam,Mollywood
Missing,2018,"Mystery ,Drama ,Thriller",1400000,120,5.7,Hindi,Bollywood
C/o Kancharapalem,2018,Drama,1400000,152,9.1,Telugu,Tollywood
Rangasthalam,2018,"Action ,Drama",1400000,170,8.4,Telugu,Tollywood
Qarib Qarib Singlle,2017,"Comedy ,Romance",1400000,125,7.0,Hindi,Bollywood
Junglee,2019,"Action ,Adventure",1400000,115,5.3,Hindi,Bollywood
Mahanati,2018,"Biography ,Drama",3650000,177,8.5,Telugu,Tollywood
Shaadi Mein Zaroor Aana,2017,"Drama ,Family ,Romance",1400000,137,7.6,Hindi,Bollywood
The House Next Door,2017,Horror,1400000,137,6.8,Telugu,Tollywood
Kee,2019,"Action ,Thriller",1400000,138,5.1,Tamil,Kollywood
Hamid,2018,Drama,1400000,108,7.7,Other Language,Other-wood
Thittam Poattu Thirudura Kootam,2019,"Action ,Comedy ,Crime",1400000,126,5.3,Tamil,Kollywood
Unda,2019,"Action ,Comedy ,Thriller",1120000,130,8.1,Malayalam,Mollywood
Sonu Ke Titu Ki Sweety,2018,"Comedy ,Romance",1400000,138,7.1,Hindi,Bollywood
Namaste England,2018,"Comedy ,Drama ,Romance",1400000,141,1.7,Hindi,Bollywood
Yamla Pagla Deewana Phir Se...,2018,"Action ,Comedy",1400000,145,4.8,Hindi,Bollywood
Mulk,2018,Drama,2800000,140,6.7,Hindi,Bollywood
Dhadak,2018,"Comedy ,Drama ,Romance",1400000,138,4.5,Hindi,Bollywood
Total Dhamaal,2019,"Action ,Adventure ,Comedy",1400000,130,4.3,Hindi,Bollywood
Soorma,2018,"Biography ,Drama ,Sport",2800000,131,7.4,Hindi,Bollywood
Batti Gul Meter Chalu,2018,Drama,1400000,161,6.1,Hindi,Bollywood
Viswasam,2019,"Action ,Drama",1400000,153,6.7,Tamil,Kollywood
Goodachari,2018,"Action ,Thriller",840000,147,7.8,Telugu,Tollywood
Okka Kshanam,2017,"Romance ,Thriller",1400000,150,7.0,Telugu,Tollywood
Aravindha Sametha Veera Raghava,2018,"Action ,Drama",1400000,162,7.7,Telugu,Tollywood
Thackeray,2019,"Biography ,Drama",1400000,120,5.1,Hindi,Bollywood
Awe!,2018,Thriller,1400000,150,7.9,Telugu,Tollywood
Loveyatri,2018,"Drama ,Romance",1400000,140,3.0,Hindi,Bollywood
Love Per Square Foot,2018,"Comedy ,Romance",1400000,133,7.2,Hindi,Bollywood
Marudhar Express,2019,"Drama ,Romance",1400000,106,5.9,Hindi,Bollywood
Happy Phirr Bhag Jayegi,2018,Comedy,1400000,136,4.5,Hindi,Bollywood
Kaamyaab,2018,Drama,1400000,109,8.5,Hindi,Bollywood
Chekka Chivantha Vaanam,2018,"Action ,Crime ,Drama ,Thriller",1400000,146,7.3,Tamil,Kollywood
Karwaan,2018,"Comedy ,Drama",2800000,114,7.5,Hindi,Bollywood
Garbage,2018,"Drama ,Thriller",1400000,105,3.3,English,Hollywood
Laila Majnu,2018,"Drama ,Romance",1400000,140,7.7,Hindi,Bollywood
The Past,2018,"Drama ,Horror",420000,120,6.4,Hindi,Bollywood
Mard Ko Dard Nahin Hota,2018,"Action ,Comedy",1400000,134,7.4,Hindi,Bollywood
NGK,2019,"Action ,Drama",1400000,148,6.1,Tamil,Kollywood
Why Cheat India,2019,"Crime ,Drama",1400000,121,6.0,Hindi,Bollywood
Varathan,2018,"Action ,Drama ,Thriller",1400000,130,7.5,Malayalam,Mollywood
Satyameva Jayate,2018,"Action ,Thriller",1400000,140,5.6,Hindi,Bollywood
Zhagaram,2019,"Adventure ,Thriller",1400000,113,6.6,Tamil,Kollywood
Khamoshi,2019,"Horror ,Thriller",1400000,96,3.7,Hindi,Bollywood
Ambili,2019,"Adventure ,Comedy ,Drama",1400000,140,7.1,Malayalam,Mollywood
The Zoya Factor,2019,"Comedy ,Drama ,Romance ,Sport",1400000,134,4.1,Hindi,Bollywood
Madhura Raja,2019,"Action ,Comedy ,Drama",3780000,147,7.0,Malayalam,Mollywood
Maharshi,2019,"Action ,Drama",1400000,176,7.4,Telugu,Tollywood
Vinaya Vidheya Rama,2019,Action,1400000,146,3.4,Telugu,Tollywood
Dear Comrade,2019,"Action ,Drama ,Romance",1400000,169,7.2,Telugu,Tollywood
Pataakha,2018,"Action ,Comedy ,Drama",1400000,134,7.2,Hindi,Bollywood
Kaappaan,2019,"Action ,Thriller",1400000,166,7.0,Tamil,Kollywood
Jalebi,2018,Drama,1400000,112,6.3,Hindi,Bollywood
Helicopter Eela,2018,Drama,1400000,135,5.5,Hindi,Bollywood
Bombay Rose,2019,"Animation ,Drama ,Romance",1400000,93,7.1,Hindi,Bollywood
Pihu,2018,"Drama ,Thriller",1400000,91,6.7,Hindi,Bollywood
100,2019,Action,1400000,141,6.6,Tamil,Kollywood
India's Most Wanted,2019,"Action ,Thriller",1400000,123,4.4,Hindi,Bollywood
Joseph,2018,"Drama ,Thriller",1400000,138,8.2,Malayalam,Mollywood
Devadas,2018,"Action ,Comedy ,Drama",1400000,159,6.8,Telugu,Tollywood
Mikhael,2019,"Action ,Thriller",1400000,150,5.0,Malayalam,Mollywood
Lupt,2018,"Horror ,Thriller",1400000,110,7.7,Hindi,Bollywood
U-Turn,2018,"Mystery ,Thriller",1400000,128,7.0,Telugu,Tollywood
Petta,2019,"Action ,Drama",1400000,171,7.3,Tamil,Kollywood
Lovefucked,2019,"Drama ,Romance",1400000,106,6.0,Hindi,Bollywood
Aamis,2019,Drama,1400000,107,8.1,Other Language,Other-wood
